genres,app_name,tags,id
", ', C, a, s, u, a, l, ', ,,  , ', I, n, d, i, e, ', ,,  , ', S, t, r, a, t, e, g, y, ', ",R.O.O.T.S,"['Strategy', 'Indie', 'Casual']",357930.0
", ', A, c, t, i, o, n, ', ",Tom Clancy's Rainbow Six® Siege - Capitao Detainee Set,['Action'],709174.0
", ', S, i, m, u, l, a, t, i, o, n, ', ",Ride! Carnival Tycoon,"['Simulation', 'Management']",12560.0
", ', R, a, c, i, n, g, ', ,,  , ', S, i, m, u, l, a, t, i, o, n, ', ,,  , ', S, p, o, r, t, s, ', ",MX vs. ATV Supercross Encore - Honda TRX450R ATV,"['Simulation', 'Racing', 'Sports']",430311.0
", ', S, i, m, u, l, a, t, i, o, n, ', ,,  , ', S, t, r, a, t, e, g, y, ', ",Hearts of Iron IV: Sabaton Soundtrack Vol. 2,"['Strategy', 'Simulation']",584141.0
", ', A, c, t, i, o, n, ', ,,  , ', I, n, d, i, e, ', ",Galactic Fighters,"['Action', 'Indie', 'Space', 'Bullet Hell']",513960.0
", ', C, a, s, u, a, l, ', ,,  , ', S, i, m, u, l, a, t, i, o, n, ', ",Rocksmith® 2014 – The Neighbourhood  - “Sweater Weather”,"['Casual', 'Simulation']",492956.0
", ', A, c, t, i, o, n, ', ","DEAD OR ALIVE 5 Last Round: Core Fighters Add ""DEAD OR ALIVE 3 Music""",['Action'],533559.0
", ', S, i, m, u, l, a, t, i, o, n, ', ",EWS ZCA Sea Urchins ex VDA Wagon Pack,['Simulation'],326011.0
", ', A, c, t, i, o, n, ', ,,  , ', I, n, d, i, e, ', ,,  , ', S, t, r, a, t, e, g, y, ', ,,  , ', E, a, r, l, y,  , A, c, c, e, s, s, ', ",Sky Knights,"['Early Access', 'Indie', 'Action', 'Strategy', 'Flight', '1980s', 'Team-Based', 'Wargame']",595430.0
", ', A, c, t, i, o, n, ', ,,  , ', F, r, e, e,  , t, o,  , P, l, a, y, ', ,,  , ', E, a, r, l, y,  , A, c, c, e, s, s, ', ",WARMODE,"['Early Access', 'Free to Play', 'FPS', 'Multiplayer', 'Shooter', 'Action', 'First-Person', 'War', 'Massively Multiplayer', 'Co-op', 'Zombies', 'Singleplayer', 'Survival', 'Controller', 'Open World', 'Gore', 'Online Co-Op', 'Atmospheric', 'Adventure', 'RPG']",391460.0
", ', A, c, t, i, o, n, ', ,,  , ', A, d, v, e, n, t, u, r, e, ', ,,  , ', M, a, s, s, i, v, e, l, y,  , M, u, l, t, i, p, l, a, y, e, r, ', ",Woodle Tree 2: Worlds - Soundtrack,"['Action', 'Adventure', 'Massively Multiplayer']",553190.0
", ', A, c, t, i, o, n, ', ,,  , ', C, a, s, u, a, l, ', ,,  , ', I, n, d, i, e, ', ",Dark Matter,"['Casual', 'Action', 'Indie', ""Shoot 'Em Up"", '2D', 'Arcade', 'Space', 'Retro', 'Singleplayer', 'Sci-fi']",345130.0
", ', A, c, t, i, o, n, ', ,,  , ', I, n, d, i, e, ', ,,  , ', S, t, r, a, t, e, g, y, ', ",Slam Bolt Scrappers,"['Action', 'Indie', 'Strategy', 'Local Co-Op', 'Local Multiplayer']",96900.0
", ', I, n, d, i, e, ', ,,  , ', R, P, G, ', ,,  , ', S, t, r, a, t, e, g, y, ', ,,  , ', E, a, r, l, y,  , A, c, c, e, s, s, ', ",Street Posse Showdown,"['Early Access', 'RPG', 'Indie', 'Strategy']",438770.0
", ', S, i, m, u, l, a, t, i, o, n, ', ",Ship Simulator Extremes: Ferry Pack,['Simulation'],48803.0
", ', A, c, t, i, o, n, ', ,,  , ', I, n, d, i, e, ', ",Retrovirus,"['Action', 'Indie', '6DOF', 'Shooter', 'Sci-fi', 'FPS', 'VR']",227800.0
", ', I, n, d, i, e, ', ,,  , ', R, P, G, ', ,,  , ', S, t, r, a, t, e, g, y, ', ",Fantasy Grounds - Islands of Plunder: Raid on the Emperor's Hand (PFRPG),"['Strategy', 'RPG', 'Indie']",575250.0
", ', A, n, i, m, a, t, i, o, n,  , &, a, m, p, ;,  , M, o, d, e, l, i, n, g, ', ,,  , ', V, i, d, e, o,  , P, r, o, d, u, c, t, i, o, n, ', ",FaceRig Halloween Avatars 2014,"['Video Production', 'Animation & Modeling']",326810.0
", ', C, a, s, u, a, l, ', ,,  , ', I, n, d, i, e, ', ,,  , ', S, i, m, u, l, a, t, i, o, n, ', ,,  , ', S, t, r, a, t, e, g, y, ', ,,  , ', E, a, r, l, y,  , A, c, c, e, s, s, ', ",Factorio,"['Early Access', 'Base Building', 'Resource Management', 'Sandbox', 'Crafting', 'Strategy', 'Survival', 'Multiplayer', 'Open World', 'Management', 'Simulation', 'Singleplayer', 'Moddable', 'Co-op', 'Trains', 'Indie', 'Sci-fi', 'Aliens', 'Tower Defense', 'Casual']",427520.0
", ', S, i, m, u, l, a, t, i, o, n, ', ,,  , ', S, t, r, a, t, e, g, y, ', ",RollerCoaster Tycoon® Classic,"['Simulation', 'Strategy', 'Management', 'Classic', 'Retro']",683900.0
", ', A, c, t, i, o, n, ', ",Conflict Desert Storm™,"['Action', 'Tactical', 'Third-Person Shooter', 'Classic', 'Multiplayer', 'Singleplayer', 'Strategy', 'Shooter']",211780.0
", ', A, d, v, e, n, t, u, r, e, ', ,,  , ', I, n, d, i, e, ', ,,  , ', R, P, G, ', ",The Last Monster Master,"['Adventure', 'RPG', 'Indie', 'Text-Based']",722600.0
", ', C, a, s, u, a, l, ', ",Brick Breaker,['Casual'],539290.0
", ', A, c, t, i, o, n, ', ,,  , ', F, r, e, e,  , t, o,  , P, l, a, y, ', ,,  , ', I, n, d, i, e, ', ,,  , ', M, a, s, s, i, v, e, l, y,  , M, u, l, t, i, p, l, a, y, e, r, ', ,,  , ', R, P, G, ', ",Realm of the Madgod: Halloween Pack,"['Massively Multiplayer', 'Indie', 'Action', 'RPG', 'Free to Play']",548380.0
", ', A, c, t, i, o, n, ', ",DARK SOULS™ III,"['Dark Fantasy', 'Difficult', 'RPG', 'Atmospheric', 'Lore-Rich', 'Third Person', 'Exploration', 'Story Rich', 'Action RPG', 'Co-op', 'PvP', 'Adventure', 'Open World', 'Great Soundtrack', 'Action', 'Multiplayer', 'Singleplayer', 'Replay Value', 'Character Customization', 'Horror']",374320.0
", ', A, c, t, i, o, n, ', ,,  , ', A, d, v, e, n, t, u, r, e, ', ,,  , ', C, a, s, u, a, l, ', ,,  , ', I, n, d, i, e, ', ,,  , ', S, i, m, u, l, a, t, i, o, n, ', ",Iron Knight,"['Action', 'Adventure', 'Indie', 'Casual', 'Simulation']",714670.0
", ', A, c, t, i, o, n, ', ",One Piece Pirate Warriors 3 DLC Pack 2,['Action'],378505.0
", ', C, a, s, u, a, l, ', ,,  , ', S, i, m, u, l, a, t, i, o, n, ', ",Rocksmith® 2014 Edition – Remastered – Johnny Cash Song Pack II,"['Casual', 'Simulation']",637812.0
", ', A, c, t, i, o, n, ', ,,  , ', F, r, e, e,  , t, o,  , P, l, a, y, ', ,,  , ', I, n, d, i, e, ', ",Loadout,"['Free to Play', 'Third-Person Shooter', 'Action', 'Gore', 'Multiplayer', 'Gun Customization', 'Shooter', 'Funny', 'Fast-Paced', 'Indie', 'Comedy', 'Mature', 'Character Customization', 'Third Person', 'Cartoony', 'Massively Multiplayer', 'Co-op', 'Crafting', 'Arena Shooter', 'Casual']",208090.0
", ', A, c, t, i, o, n, ', ,,  , ', C, a, s, u, a, l, ', ,,  , ', I, n, d, i, e, ', ,,  , ', E, a, r, l, y,  , A, c, c, e, s, s, ', ",Organic Panic,"['Early Access', 'Casual', 'Action', 'Indie', 'Physics']",282740.0
", ', I, n, d, i, e, ', ",Goodnight Butcher,"['Indie', 'Horror']",426040.0
", ', I, n, d, i, e, ', ,,  , ', R, P, G, ', ,,  , ', S, t, r, a, t, e, g, y, ', ",Fantasy Grounds - Fundamental Fantasy Map Pack by Joshua Watmough (Map Pack),"['Strategy', 'RPG', 'Indie', 'Turn-Based', 'Fantasy', 'Software', 'Utilities']",762660.0
", ', I, n, d, i, e, ', ,,  , ', R, P, G, ', ,,  , ', S, t, r, a, t, e, g, y, ', ",Bastard Bonds,"['RPG', 'Indie', 'Strategy', 'Nudity', 'Pixel Graphics', 'Mature', 'Tactical RPG', 'Turn-Based', 'Character Customization', 'Singleplayer', 'Isometric']",486720.0
", ', A, d, v, e, n, t, u, r, e, ', ,,  , ', S, t, r, a, t, e, g, y, ', ",Castles,"['Adventure', 'Strategy']",666660.0
", ', A, d, v, e, n, t, u, r, e, ', ,,  , ', I, n, d, i, e, ', ,,  , ', M, a, s, s, i, v, e, l, y,  , M, u, l, t, i, p, l, a, y, e, r, ', ,,  , ', R, P, G, ', ",The Black Watchmen - Alone in the Dark Web,"['Adventure', 'RPG', 'Massively Multiplayer', 'Indie']",569850.0
", ', A, c, t, i, o, n, ', ,,  , ', I, n, d, i, e, ', ",Protoshift - Offical Soundtrack,"['Action', 'Indie', 'Great Soundtrack', 'Mouse only']",432630.0
", ', A, c, t, i, o, n, ', ",Street Fighter V - Season 2 Character Pass,"['Action', 'Fighting']",480530.0
", ', I, n, d, i, e, ', ,,  , ', S, t, r, a, t, e, g, y, ', ",Merri Puzzle,"['Indie', 'Strategy', 'Casual', 'Singleplayer', 'Puzzle', 'Physics']",655930.0
", ', I, n, d, i, e, ', ,,  , ', S, t, r, a, t, e, g, y, ', ",Galactic Civilizations III - Map Pack DLC,"['Strategy', 'Indie']",373980.0
", ', A, c, t, i, o, n, ', ,,  , ', I, n, d, i, e, ', ",Legends of the Universe - StarCore,"['Action', 'Indie', 'Platformer', 'Metroidvania', '2D', 'Singleplayer']",482330.0
", ', A, c, t, i, o, n, ', ,,  , ', A, d, v, e, n, t, u, r, e, ', ,,  , ', I, n, d, i, e, ', ,,  , ', R, P, G, ', ",Van Helsing: Veteran Multiplayer Skin,"['Action', 'Adventure', 'RPG', 'Indie']",215533.0
", ', C, a, s, u, a, l, ', ,,  , ', I, n, d, i, e, ', ",Spiral Splatter,"['Casual', 'Indie', 'Puzzle', 'Arcade']",684870.0
", ', A, d, v, e, n, t, u, r, e, ', ,,  , ', C, a, s, u, a, l, ', ,,  , ', S, i, m, u, l, a, t, i, o, n, ', ,,  , ', S, t, r, a, t, e, g, y, ', ",Roads of Rome 3,"['Casual', 'Simulation', 'Strategy', 'Adventure']",411530.0
", ', A, c, t, i, o, n, ', ,,  , ', S, t, r, a, t, e, g, y, ', ",Full Spectrum Warrior,"['Action', 'Strategy', 'Military', 'Tactical']",4520.0
", ', C, a, s, u, a, l, ', ,,  , ', S, i, m, u, l, a, t, i, o, n, ', ",Rocksmith® 2014 – Tom Petty Song Pack,"['Casual', 'Simulation']",295050.0
", ', A, d, v, e, n, t, u, r, e, ', ,,  , ', I, n, d, i, e, ', ,,  , ', R, P, G, ', ,,  , ', S, t, r, a, t, e, g, y, ', ",Renowned Explorers: The Emperor's Challenge,"['Strategy', 'Adventure', 'RPG', 'Indie']",609970.0
", ', S, i, m, u, l, a, t, i, o, n, ', ",F-5E: Aggressors Basic Fighter Maneuvers Campaign,['Simulation'],602622.0
", ', C, a, s, u, a, l, ', ,,  , ', F, r, e, e,  , t, o,  , P, l, a, y, ', ",Bitweb,"['Free to Play', 'Casual', 'Horror', 'Anime']",375220.0
", ', A, d, v, e, n, t, u, r, e, ', ,,  , ', C, a, s, u, a, l, ', ,,  , ', I, n, d, i, e, ', ,,  , ', E, a, r, l, y,  , A, c, c, e, s, s, ', ",Calico & Co.,"['Early Access', 'Indie', 'Casual', 'Adventure', 'Platformer']",620580.0
", ', C, a, s, u, a, l, ', ,,  , ', F, r, e, e,  , t, o,  , P, l, a, y, ', ,,  , ', I, n, d, i, e, ', ,,  , ', S, i, m, u, l, a, t, i, o, n, ', ,,  , ', S, p, o, r, t, s, ', ",Malzbie's Pinball Collection,"['Free to Play', 'Indie', 'Casual', 'Simulation', 'Sports']",729580.0
", ', D, e, s, i, g, n,  , &, a, m, p, ;,  , I, l, l, u, s, t, r, a, t, i, o, n, ', ,,  , ', W, e, b,  , P, u, b, l, i, s, h, i, n, g, ', ",RPG Maker VX Ace - Rural Farm Tiles Resource Pack,"['Design & Illustration', 'Web Publishing']",271964.0
", ', I, n, d, i, e, ', ,,  , ', E, a, r, l, y,  , A, c, c, e, s, s, ', ",House of Nightmares B-Movie Edition,"['Early Access', 'Indie', 'Puzzle', 'Horror', 'First-Person']",365290.0
", ', A, c, t, i, o, n, ', ",Gotham City Impostors Free to Play: Killah Kitteh,['Action'],216454.0
", ', I, n, d, i, e, ', ,,  , ', E, a, r, l, y,  , A, c, c, e, s, s, ', ",Damnation City of Death,"['Early Access', 'Indie', 'Survival', 'Open World', 'Crafting', 'Multiplayer', 'Co-op', 'Online Co-Op']",346800.0
", ', A, c, t, i, o, n, ', ,,  , ', A, d, v, e, n, t, u, r, e, ', ,,  , ', I, n, d, i, e, ', ,,  , ', S, i, m, u, l, a, t, i, o, n, ', ",Dinosaur Hunt - Wild West Guns Expansion Pack,"['Action', 'Adventure', 'Indie', 'Simulation']",434943.0
", ', S, t, r, a, t, e, g, y, ', ,,  , ', R, P, G, ', ",Dungeons: Into the Dark DLC Pack,"['Strategy', 'RPG']",57655.0
", ', R, a, c, i, n, g, ', ",NASCAR '15 FREE Thank You Pack,['Racing'],378552.0
", ', A, c, t, i, o, n, ', ,,  , ', A, d, v, e, n, t, u, r, e, ', ",ENSLAVED™: Odyssey to the West™ Premium Edition,"['Adventure', 'Action', 'Post-apocalyptic', 'Singleplayer', 'Story Rich', 'Hack and Slash', 'Action-Adventure', 'Third Person', 'Sci-fi', 'Atmospheric', 'Platformer', 'Robots', 'Great Soundtrack', 'Parkour', 'Female Protagonist', '3D Vision', 'Controller', '3D Platformer', 'Linear', 'Open World']",245280.0
", ', I, n, d, i, e, ', ",CopperCube 5 Demo,['Indie'],367190.0
", ', C, a, s, u, a, l, ', ,,  , ', S, p, o, r, t, s, ', ",Olson's Boxing Challenge,"['Sports', 'Casual', 'Indie']",747790.0
", ', I, n, d, i, e, ', ",Stick Nightmare,"['Indie', 'Dark', 'Platformer', 'Singleplayer', '2D', 'Puzzle-Platformer', 'Difficult']",652610.0
", ', F, r, e, e,  , t, o,  , P, l, a, y, ', ,,  , ', S, t, r, a, t, e, g, y, ', ",Total War Battles: KINGDOM - Starter Pack,"['Strategy', 'Free to Play']",480720.0
", ', A, c, t, i, o, n, ', ",Unreal Tournament 3 Black,"['FPS', 'Action', 'Multiplayer', 'Arena Shooter', 'Shooter', 'Sci-fi', 'Fast-Paced', 'First-Person', 'Competitive', 'Gore', 'Co-op', 'Great Soundtrack', 'Classic', 'Singleplayer', 'Team-Based', 'Adventure', 'Atmospheric', 'Moddable', 'Split Screen', 'Futuristic']",13210.0
", ', A, c, t, i, o, n, ', ",Phantom Breaker: Battle Grounds - Original Soundtrack,['Action'],348940.0
", ', A, c, t, i, o, n, ', ,,  , ', A, d, v, e, n, t, u, r, e, ', ",Far Cry® 3 Deluxe Bundle DLC,"['Action', 'Adventure', 'Open World', 'FPS']",226459.0
", ', I, n, d, i, e, ', ,,  , ', S, i, m, u, l, a, t, i, o, n, ', ,,  , ', S, t, r, a, t, e, g, y, ', ",Streets of Chaos,"['Strategy', 'Indie', 'Simulation', 'Turn-Based', 'Board Game', 'Post-apocalyptic', 'Turn-Based Strategy', 'Zombies', 'Turn-Based Tactics']",346320.0
", ', A, c, t, i, o, n, ', ,,  , ', I, n, d, i, e, ', ",Splasher,"['Platformer', 'Indie', 'Action', 'Controller', 'Cartoon', '2D']",446840.0
", ', R, a, c, i, n, g, ', ",Ridge Racer™ Unbounded - Ridge Racer™ Type 4 Machine and  El Mariachi Pack,['Racing'],207112.0
", ', A, c, t, i, o, n, ', ,,  , ', A, d, v, e, n, t, u, r, e, ', ,,  , ', R, P, G, ', ",Heroes of Loot,"['Action', 'RPG', 'Adventure', 'Dungeon Crawler', 'Loot', 'Rogue-like']",359280.0
", ', C, a, s, u, a, l, ', ,,  , ', I, n, d, i, e, ', ",Bars and Balance,"['Casual', 'Indie', 'Relaxing', 'Physics', 'Puzzle', 'Minimalist', 'Colorful', 'Singleplayer', 'Short', 'Atmospheric', 'Abstract', 'Great Soundtrack']",731940.0
", ', A, c, t, i, o, n, ', ,,  , ', I, n, d, i, e, ', ,,  , ', E, a, r, l, y,  , A, c, c, e, s, s, ', ",Initia: Elemental Arena,"['Early Access', 'Action', 'Indie', 'Magic', 'Arena Shooter', 'Competitive', 'FPS', 'Multiplayer']",463920.0
", ', C, a, s, u, a, l, ', ,,  , ', F, r, e, e,  , t, o,  , P, l, a, y, ', ,,  , ', I, n, d, i, e, ', ",Max Gentlemen,"['Free to Play', 'Indie', 'Casual', 'Funny', 'Multiplayer', '2D']",257710.0
", ', S, t, r, a, t, e, g, y, ', ",COH 2 - German Skin: (M) Voronezh Improvised Pattern,['Strategy'],249101.0
", ', A, d, v, e, n, t, u, r, e, ', ,,  , ', C, a, s, u, a, l, ', ,,  , ', F, r, e, e,  , t, o,  , P, l, a, y, ', ,,  , ', I, n, d, i, e, ', ",To Burn in Memory,"['Free to Play', 'Interactive Fiction', 'Indie', 'Adventure', 'Casual', 'Dark', 'Historical', 'Horror', 'World War I', 'Visual Novel', 'Text-Based', 'Story Rich', 'Atmospheric', 'Philisophical']",434120.0
", ', A, c, t, i, o, n, ', ,,  , ', I, n, d, i, e, ', ",Lovely Planet OST,"['Action', 'Indie']",317890.0
", ', C, a, s, u, a, l, ', ",Typer Shark! Deluxe,"['Casual', 'Typing', 'Education']",3450.0
", ', A, d, v, e, n, t, u, r, e, ', ,,  , ', C, a, s, u, a, l, ', ,,  , ', I, n, d, i, e, ', ,,  , ', R, P, G, ', ,,  , ', S, t, r, a, t, e, g, y, ', ",Starter Pack for Arcane (pre)Raise,"['Strategy', 'Adventure', 'RPG', 'Indie', 'Casual']",609790.0
", ', A, c, t, i, o, n, ', ,,  , ', I, n, d, i, e, ', ",P-3 Biotic,"['Action', 'Indie', 'Twin Stick Shooter']",311940.0
", ', I, n, d, i, e, ', ,,  , ', R, P, G, ', ,,  , ', S, t, r, a, t, e, g, y, ', ",Fantasy Grounds - Cold Mountain (PFRPG),"['Strategy', 'RPG', 'Indie']",561330.0
", ', A, c, t, i, o, n, ', ,,  , ', C, a, s, u, a, l, ', ,,  , ', I, n, d, i, e, ', ,,  , ', S, i, m, u, l, a, t, i, o, n, ', ,,  , ', S, t, r, a, t, e, g, y, ', ",Trivia Vault: Mini Mixed Trivia 2,"['Simulation', 'Strategy', 'Action', 'Indie', 'Casual']",706330.0
", ', A, c, t, i, o, n, ', ,,  , ', C, a, s, u, a, l, ', ,,  , ', F, r, e, e,  , t, o,  , P, l, a, y, ', ,,  , ', R, P, G, ', ,,  , ', S, i, m, u, l, a, t, i, o, n, ', ,,  , ', S, t, r, a, t, e, g, y, ', ",HIS - Extend  Pack,"['Strategy', 'Action', 'RPG', 'Casual', 'Simulation', 'Free to Play']",353741.0
", ', S, i, m, u, l, a, t, i, o, n, ', ",Real Farm,"['Simulation', 'Casual', 'Agriculture', 'Singleplayer', 'Open World', 'Driving', 'Sandbox', 'Economy', 'Family Friendly', 'Realistic', 'Management', 'Strategy', 'Indie', 'First-Person', 'Great Soundtrack', 'Controller', 'Relaxing']",573680.0
", ', C, a, s, u, a, l, ', ,,  , ', S, i, m, u, l, a, t, i, o, n, ', ",Rocksmith® 2014 – Lynyrd Skynyrd - “Call Me The Breeze”,"['Casual', 'Simulation']",369780.0
", ', S, i, m, u, l, a, t, i, o, n, ', ,,  , ', S, t, r, a, t, e, g, y, ', ",Alea Jacta Est: Birth of Rome,"['Strategy', 'Simulation']",313800.0
", ', A, d, v, e, n, t, u, r, e, ', ,,  , ', C, a, s, u, a, l, ', ,,  , ', R, P, G, ', ",Male #2 + Booster Pack,"['Casual', 'Adventure', 'RPG', 'JRPG', 'Character Customization']",604601.0
", ', A, c, t, i, o, n, ', ,,  , ', A, d, v, e, n, t, u, r, e, ', ,,  , ', I, n, d, i, e, ', ",Memento,"['Indie', 'Action', 'Adventure', 'Horror']",454940.0
", ', A, c, t, i, o, n, ', ,,  , ', I, n, d, i, e, ', ,,  , ', S, t, r, a, t, e, g, y, ', ",Mushroom Wars,"['Strategy', 'Action', 'Indie', 'RTS', 'Multiplayer', '2D', 'Tower Defense', 'Tactical', 'Classic', 'Atmospheric', 'Replay Value', 'Comedy', 'MOBA', 'Cartoony', 'Singleplayer', 'Family Friendly', 'Cartoon', 'Funny', 'Action-Adventure']",431250.0
", ', A, c, t, i, o, n, ', ,,  , ', C, a, s, u, a, l, ', ,,  , ', F, r, e, e,  , t, o,  , P, l, a, y, ', ,,  , ', I, n, d, i, e, ', ",Crazy Steam Bros 2 OST,"['Action', 'Indie', 'Casual', 'Free to Play']",369210.0
", ', S, t, r, a, t, e, g, y, ', ",COH 2 - Soviet Skin: (H) Four Color Belorussian Front,['Strategy'],231482.0
", ', I, n, d, i, e, ', ,,  , ', C, a, s, u, a, l, ', ",Rhythm Zone Mesh Visualizer DLC,"['Indie', 'Casual']",38920.0
", ', S, t, r, a, t, e, g, y, ', ",Panzer Corps: U.S. Corps '43,['Strategy'],452981.0
", ', A, c, t, i, o, n, ', ,,  , ', A, d, v, e, n, t, u, r, e, ', ,,  , ', R, P, G, ', ",Mytheon - Egypt Pack,"['Action', 'Adventure', 'RPG']",429810.0
", ', I, n, d, i, e, ', ,,  , ', S, i, m, u, l, a, t, i, o, n, ', ,,  , ', S, t, r, a, t, e, g, y, ', ",Government Simulator,"['Indie', 'Simulation', 'Strategy', 'Politics', 'Turn-Based', 'Singleplayer', 'Sandbox', 'Management', 'Economy']",731920.0
", ', A, c, t, i, o, n, ', ,,  , ', A, d, v, e, n, t, u, r, e, ', ,,  , ', I, n, d, i, e, ', ",God Of Thunder,"['Action', 'Adventure', 'Indie']",738470.0
", ', A, d, v, e, n, t, u, r, e, ', ,,  , ', C, a, s, u, a, l, ', ,,  , ', I, n, d, i, e, ', ",Samorost 3 Soundtrack + Art Book,"['Adventure', 'Indie', 'Casual']",455370.0
", ', A, d, v, e, n, t, u, r, e, ', ,,  , ', C, a, s, u, a, l, ', ,,  , ', I, n, d, i, e, ', ,,  , ', R, P, G, ', ,,  , ', S, i, m, u, l, a, t, i, o, n, ', ",Seduce Me 2: The Demon War Soundtrack,"['Adventure', 'RPG', 'Indie', 'Casual', 'Simulation']",575610.0
", ', A, c, t, i, o, n, ', ",Seraph - Cypher (Costume pack),['Action'],563880.0
", ', C, a, s, u, a, l, ', ,,  , ', S, i, m, u, l, a, t, i, o, n, ', ",Rocksmith® 2014 Edition – Remastered – Pearl Jam - “Even Flow”,"['Casual', 'Simulation']",590185.0
", ', S, t, r, a, t, e, g, y, ', ",Warlock 2: Three Mighty Mages,['Strategy'],320730.0
", ', I, n, d, i, e, ', ,,  , ', R, P, G, ', ",Undertale,"['Great Soundtrack', 'Story Rich', 'Choices Matter', 'Funny', 'Multiple Endings', 'RPG', 'Pixel Graphics', 'Singleplayer', 'Indie', 'Comedy', '2D', 'Replay Value', 'Bullet Hell', 'Cute', 'Memes', 'Retro', 'Dark', 'Dating Sim', 'Psychological Horror', 'Horror']",391540.0
", ', S, t, r, a, t, e, g, y, ', ",Endless Space® 2 - Target Locked Update,['Strategy'],751830.0
", ', A, c, t, i, o, n, ', ,,  , ', C, a, s, u, a, l, ', ,,  , ', I, n, d, i, e, ', ",Go To Bed: Survive The Night,"['Indie', 'Casual', 'Action', 'Horror']",413760.0
", ', A, d, v, e, n, t, u, r, e, ', ,,  , ', I, n, d, i, e, ', ",Barrow Hill: The Dark Path,"['Adventure', 'Indie', 'Horror', 'Point & Click']",520990.0
", ', A, c, t, i, o, n, ', ",GGXrd Extra Color Palettes - MAY,['Action'],419942.0
", ', A, c, t, i, o, n, ', ,,  , ', I, n, d, i, e, ', ",Wells,"['Action', 'Indie', 'Great Soundtrack', 'Steampunk', 'Platformer', '3D Platformer', 'Singleplayer', 'Atmospheric', 'Adventure', 'Controller', 'Side Scroller', 'Action-Adventure']",528430.0
", ', S, i, m, u, l, a, t, i, o, n, ', ",DCS: Mi-8 MTV2 Magnificent Eight,"['Simulation', 'Flight']",249310.0
", ', F, r, e, e,  , t, o,  , P, l, a, y, ', ",Lumber King DLC - Shining Helmet,['Free to Play'],681510.0
", ', F, r, e, e,  , t, o,  , P, l, a, y, ', ,,  , ', M, a, s, s, i, v, e, l, y,  , M, u, l, t, i, p, l, a, y, e, r, ', ,,  , ', R, P, G, ', ",Royal Quest - Champion of Aura Pack,"['Free to Play', 'RPG', 'Massively Multiplayer']",313790.0
", ', I, n, d, i, e, ', ,,  , ', R, P, G, ', ,,  , ', S, t, r, a, t, e, g, y, ', ",Fantasy Grounds - Pathfinder RPG - Strange Aeons AP 3 - Dreams of the Yellow King (PFRPG),"['Strategy', 'RPG', 'Indie', 'Turn-Based', 'Fantasy', 'Online Co-Op', 'Software', 'Utilities', 'Party-Based RPG', 'Story Rich', 'Lovecraftian']",731020.0
", ', A, d, v, e, n, t, u, r, e, ', ,,  , ', I, n, d, i, e, ', ",Silver Creek Falls - Chapter 2 Soundtrack,"['Adventure', 'Indie']",403080.0
", ', A, d, v, e, n, t, u, r, e, ', ,,  , ', I, n, d, i, e, ', ",Ginger: Beyond the Crystal,"['Adventure', 'Indie', '3D Platformer', 'Cartoon', 'Platformer', 'Puzzle-Platformer', 'Singleplayer', 'Family Friendly', 'Arcade', 'Sandbox', 'Casual', 'Simulation']",409520.0
", ', A, c, t, i, o, n, ', ,,  , ', S, t, r, a, t, e, g, y, ', ",M.A.X.: Mechanized Assault & Exploration,"['Strategy', 'Action', 'Classic', 'Turn-Based Strategy', 'Turn-Based']",615250.0
", ', I, n, d, i, e, ', ,,  , ', R, P, G, ', ,,  , ', S, t, r, a, t, e, g, y, ', ",Fantasy Grounds - Pathfinder RPG - Harrow Deck (PFRPG),"['Strategy', 'RPG', 'Indie', 'Turn-Based', 'Fantasy', 'Software', 'Utilities', 'Story Rich', 'Sandbox']",770000.0
", ', C, a, s, u, a, l, ', ,,  , ', S, i, m, u, l, a, t, i, o, n, ', ,,  , ', S, t, r, a, t, e, g, y, ', ",Drawn®: Dark Flight™ Collector's Edition,"['Casual', 'Strategy', 'Simulation', 'Hidden Object']",451140.0
", ', A, c, t, i, o, n, ', ,,  , ', I, n, d, i, e, ', ,,  , ', R, P, G, ', ",Tempest - Original Soundtrack,"['Action', 'RPG', 'Indie']",527010.0
", ', A, c, t, i, o, n, ', ,,  , ', A, d, v, e, n, t, u, r, e, ', ,,  , ', F, r, e, e,  , t, o,  , P, l, a, y, ', ,,  , ', I, n, d, i, e, ', ",Raiders of the Broken Planet - Eternal Soldier Campaign,"['Action', 'Adventure', 'Free to Play', 'Multiplayer', 'Shooter', 'Co-op', 'Violent', 'Online Co-Op', 'Third-Person Shooter', 'PvP', 'Tactical', 'Sci-fi', 'PvE', 'Futuristic', 'Third Person', 'Difficult', 'Team-Based', 'Strategy', 'Parkour', 'Funny']",436180.0
", ', A, c, t, i, o, n, ', ,,  , ', I, n, d, i, e, ', ",Keebles,"['Indie', 'Action', 'Physics', 'Building', '2D', 'Singleplayer']",347040.0
", ', A, c, t, i, o, n, ', ,,  , ', A, d, v, e, n, t, u, r, e, ', ,,  , ', I, n, d, i, e, ', ,,  , ', R, P, G, ', ,,  , ', S, i, m, u, l, a, t, i, o, n, ', ,,  , ', S, t, r, a, t, e, g, y, ', ,,  , ', E, a, r, l, y,  , A, c, c, e, s, s, ', ",Heroes of Issachar,"['Early Access', 'Action', 'Adventure', 'Strategy', 'Indie', 'Simulation', 'RPG']",305720.0
